Customer_ID,Age,Gender,Location,Category,Item_Purchased,Purchase_Amount,Quantity,Payment_Method,Season,Discount_Applied,Promo_Code_Used,Subscription_Status,Shipping_Type,Review_Rating,Previous_Purchases,Frequency_of_Purchases,Purchase_Date
100657,38,Male,Patna,Electronics,Camera,6324.7,3,Net Banking,Summer,No,No,Yes,Same Day,4.3,37,Weekly,10-08-2025
100658,49,Female,Bengaluru,Sports,Dumbbells,11890.91,4,UPI,Spring,Yes,Yes,Yes,Express,4.8,28,Monthly,07-09-2025
100659,68,Male,Coimbatore,Grocery,Snacks,854.04,4,UPI,Spring,Yes,Yes,No,Express,4.1,18,Weekly,01-03-2025
100660,38,Female,Mysuru,Home Decor,Wall Art,568.31,3,Cash,Winter,Yes,Yes,Yes,Same Day,4.1,30,Weekly,17-01-2025
100661,62,Female,Kolkata,Clothing,T-Shirt,1265.86,2,Debit Card,Spring,Yes,No,Yes,Same Day,4.5,8,Weekly,23-04-2024
100662,68,Female,Ahmedabad,Electronics,Tablet,18973.3,2,Net Banking,Winter,No,No,Yes,Standard,3.9,29,Monthly,22-11-2024
100663,60,Male,Surat,Footwear,Flip Flops,4023.81,5,Cash,Winter,No,No,No,Express,3.8,13,Monthly,04-04-2024
100664,33,Male,Chennai,Home Decor,Wall Art,728.32,4,UPI,Summer,No,No,No,Standard,4.9,11,Monthly,24-04-2025
100665,51,Female,Jaipur,Sports,Cricket Bat,8735.34,2,Net Banking,Spring,Yes,Yes,No,Standard,4.3,10,Yearly,27-09-2025
100666,54,Male,Delhi,Beauty,Moisturizer,1490.67,1,UPI,Summer,Yes,Yes,Yes,Standard,4.7,25,Yearly,10-07-2024
100667,34,Male,Patna,Home Decor,Lamp,779.18,4,Credit Card,Summer,No,No,No,Express,3.6,16,Weekly,27-03-2025
100668,30,Female,Visakhapatnam,Home Decor,Wall Art,2595.34,5,Debit Card,Winter,Yes,No,Yes,Same Day,4.2,49,Yearly,21-04-2024
100669,20,Female,Kolkata,Electronics,Camera,6316.95,1,Debit Card,Summer,Yes,Yes,Yes,Same Day,4.0,15,Yearly,13-04-2024
100670,40,Female,Mysuru,Beauty,Perfume,1006.34,1,UPI,Summer,No,No,No,Same Day,3.7,5,Yearly,08-11-2024
100671,47,Male,Hyderabad,Beauty,Face Wash,2064.89,4,Debit Card,Spring,Yes,Yes,Yes,Standard,5,12,Monthly,26-11-2025
100672,49,Male,Nagpur,Electronics,Headphones,7187.72,1,Net Banking,Autumn,No,No,No,Standard,4.0,15,Monthly,30-05-2024
100673,65,Female,Patna,Clothing,T-Shirt,1658.03,4,Debit Card,Autumn,No,No,Yes,Express,4.7,29,Quarterly,14-06-2025
100674,19,Male,Kochi,Books,Novel,2176.6,2,Debit Card,Winter,No,No,Yes,Standard,4.2,41,Monthly,14-08-2025
100675,58,Male,Ahmedabad,Sports,Yoga Mat,10624.01,5,Cash,Summer,Yes,No,Yes,Express,4.6,13,Quarterly,04-02-2025
100676,62,Female,Mysuru,Sports,Yoga Mat,2177.17,4,Net Banking,Autumn,No,No,Yes,Express,4.0,10,Weekly,09-01-2024
100677,36,Male,Jaipur,Books,Biography,1345.36,1,Debit Card,Spring,No,No,No,Express,4.6,4,Weekly,24-02-2024
100678,18,Male,Ahmedabad,Books,Science Book,559.87,3,Net Banking,Summer,No,No,Yes,Standard,4.3,30,Quarterly,26-05-2024
100679,40,Male,Bhopal,Beauty,Moisturizer,1383.18,1,Debit Card,Autumn,Yes,Yes,No,Same Day,4.0,2,Quarterly,15-08-2025
100680,37,Female,Chennai,Footwear,Sandals,2573.21,4,Net Banking,Summer,No,No,Yes,Express,4.8,34,Yearly,08-04-2024
100681,61,Female,Coimbatore,Footwear,Flip Flops,2931.42,4,Cash,Winter,No,No,No,Express,4.8,10,Yearly,31-03-2024
100682,41,Male,Mysuru,Footwear,Flip Flops,4122.6,5,Debit Card,Spring,No,No,No,Express,4.3,7,Monthly,16-02-2025
100683,21,Male,Bengaluru,Electronics,Smart Watch,10403.5,1,Debit Card,Spring,No,No,No,Express,3.5,16,Weekly,04-05-2024
100684,49,Male,Kolkata,Electronics,Camera,22901.05,2,Debit Card,Autumn,No,No,Yes,Same Day,3.9,17,Weekly,11-05-2025
100685,25,Male,Kolkata,Beauty,Lipstick,772.02,4,UPI,Winter,No,No,Yes,Express,4.4,17,Yearly,10-05-2025
100686,46,Male,Kochi,Footwear,Sandals,1621.35,1,Credit Card,Summer,Yes,Yes,No,Same Day,4.3,17,Monthly,23-06-2024
100687,55,Female,Indore,Beauty,Moisturizer,2069.56,4,Cash,Spring,No,No,No,Express,3.7,9,Weekly,17-10-2024
100688,20,Female,Bengaluru,Books,Novel,2293.24,3,Credit Card,Winter,No,No,No,Same Day,4.5,0,Yearly,10-10-2024
100689,51,Female,Surat,Electronics,Smartphone,6255.32,2,Debit Card,Autumn,Yes,No,No,Express,4.0,16,Quarterly,05-11-2025
100690,48,Male,Vijayawada,Home Decor,Carpet,4338.45,5,Net Banking,Autumn,No,No,Yes,Standard,3.3,49,Quarterly,25-08-2025
100691,64,Male,Kolkata,Grocery,Snacks,422.04,1,Cash,Winter,Yes,Yes,No,Express,4.3,12,Monthly,17-04-2024
100692,21,Female,Mumbai,Footwear,Running Shoes,935.74,1,Cash,Autumn,No,No,No,Same Day,2.8,13,Weekly,27-06-2024
100693,53,Male,Visakhapatnam,Grocery,Rice,780.74,4,Debit Card,Summer,Yes,Yes,No,Standard,4.2,12,Monthly,29-03-2024
100694,18,Female,Kochi,Electronics,Camera,16365.9,1,Debit Card,Summer,Yes,No,No,Same Day,3.7,3,Yearly,13-07-2024
100695,53,Male,Chennai,Beauty,Shampoo,1428.86,4,UPI,Spring,Yes,Yes,No,Standard,4.3,16,Weekly,25-05-2025
100696,36,Female,Bhopal,Beauty,Lipstick,2169.17,1,Credit Card,Autumn,Yes,No,No,Standard,3.8,10,Monthly,14-06-2025
100697,25,Female,Ahmedabad,Home Decor,Carpet,4023.42,1,Debit Card,Winter,No,No,No,Express,4.5,17,Weekly,22-05-2024
100698,60,Male,Kolkata,Beauty,Shampoo,1581.95,5,Net Banking,Spring,No,No,No,Express,5,10,Weekly,02-03-2025
100699,20,Female,Surat,Clothing,Dress,1513.6,3,Cash,Winter,Yes,Yes,No,Express,4.4,4,Monthly,22-01-2024
100700,42,Male,Patna,Electronics,Laptop,14643.47,4,Cash,Summer,No,No,No,Express,3.2,6,Yearly,16-07-2025
100701,41,Female,Visakhapatnam,Footwear,Sneakers,2861.69,1,Credit Card,Summer,No,No,No,Standard,3.9,19,Weekly,16-01-2024
100702,38,Female,Mysuru,Beauty,Lipstick,2034.59,2,Debit Card,Summer,Yes,Yes,Yes,Same Day,4.0,16,Yearly,05-05-2025
100703,31,Female,Indore,Clothing,Hoodie,4539.38,2,Cash,Autumn,No,No,Yes,Express,4.3,24,Monthly,23-06-2025
100704,44,Female,Ahmedabad,Home Decor,Wall Art,747.14,2,Net Banking,Summer,Yes,Yes,No,Express,3.8,16,Monthly,05-05-2024
100705,46,Female,Mumbai,Grocery,Milk,248.97,1,Debit Card,Autumn,Yes,Yes,No,Same Day,3.5,4,Weekly,02-03-2024
100706,42,Female,Bengaluru,Home Decor,Vase,1579.36,4,Credit Card,Winter,No,No,No,Same Day,4.8,0,Weekly,07-11-2025
100707,56,Female,Ahmedabad,Home Decor,Lamp,4918.39,5,Credit Card,Spring,No,No,No,Express,4.1,11,Yearly,28-02-2024
100708,52,Female,Kochi,Clothing,Dress,3076.71,5,Net Banking,Autumn,No,No,No,Standard,3.5,9,Yearly,23-04-2025
100709,35,Male,Kolkata,Beauty,Face Wash,2359.75,3,Debit Card,Winter,No,No,No,Standard,3.8,8,Quarterly,30-10-2025
100710,29,Female,Coimbatore,Electronics,Laptop,5345.33,1,Cash,Spring,Yes,Yes,Yes,Express,3.9,50,Yearly,15-10-2025
100711,38,Male,Coimbatore,Beauty,Moisturizer,703.45,3,Debit Card,Winter,Yes,Yes,Yes,Standard,4.2,13,Weekly,26-08-2024
100712,55,Female,Bengaluru,Clothing,Hoodie,2990.33,2,UPI,Autumn,No,No,Yes,Express,4.5,40,Weekly,25-11-2025
100713,50,Female,Mumbai,Grocery,Snacks,1375.38,2,Credit Card,Autumn,Yes,Yes,No,Same Day,3.6,19,Yearly,14-03-2024
100714,41,Female,Kochi,Sports,Yoga Mat,10850.79,3,Cash,Autumn,No,No,Yes,Same Day,4.9,28,Weekly,13-06-2024
100715,19,Male,Mysuru,Grocery,Rice,686.4,3,Net Banking,Autumn,No,No,Yes,Standard,3.7,17,Monthly,25-01-2025
100716,54,Female,Patna,Clothing,T-Shirt,3798.71,5,UPI,Winter,No,No,No,Same Day,4.7,7,Yearly,20-11-2024
100717,39,Male,Indore,Home Decor,Curtains,1616.08,3,UPI,Summer,No,No,No,Express,4.1,9,Quarterly,22-03-2024
100718,56,Male,Coimbatore,Grocery,Snacks,2008.5,2,Net Banking,Summer,No,No,No,Same Day,3.2,11,Monthly,21-02-2025
100719,44,Female,Surat,Footwear,Flip Flops,6894.46,5,Cash,Summer,Yes,Yes,Yes,Standard,4.3,26,Weekly,04-03-2025
100720,26,Male,Kochi,Home Decor,Vase,436.41,2,UPI,Summer,No,No,No,Same Day,4.1,15,Yearly,08-03-2025
100721,39,Female,Vijayawada,Grocery,Oil,1600.14,1,UPI,Spring,Yes,Yes,No,Same Day,5,17,Yearly,07-10-2025
100722,64,Male,Vijayawada,Books,Programming Book,2311.77,5,UPI,Summer,No,No,Yes,Standard,3.6,38,Quarterly,21-11-2025
100723,55,Female,Mumbai,Books,Programming Book,772.59,4,Debit Card,Spring,No,No,Yes,Same Day,3.6,19,Yearly,19-10-2024
100724,20,Male,Kochi,Grocery,Tea,1394.01,5,Net Banking,Autumn,No,No,Yes,Standard,4.1,19,Quarterly,18-10-2024
100725,36,Female,Mysuru,Footwear,Sneakers,5446.85,2,Debit Card,Summer,Yes,No,Yes,Standard,4.5,39,Monthly,29-01-2024
100726,19,Female,Visakhapatnam,Electronics,Headphones,10636.75,5,Cash,Winter,Yes,No,No,Same Day,5,6,Monthly,09-04-2025
100727,34,Male,Delhi,Home Decor,Lamp,5960.54,1,Debit Card,Spring,Yes,Yes,No,Same Day,4.4,3,Quarterly,09-06-2024
100728,22,Female,Bengaluru,Grocery,Coffee,1196.77,5,Debit Card,Summer,No,No,No,Same Day,3.4,16,Weekly,11-10-2025
100729,32,Male,Ahmedabad,Electronics,Smartphone,14402.31,4,Credit Card,Winter,No,No,Yes,Express,4.7,32,Weekly,12-06-2025
100730,31,Male,Bengaluru,Beauty,Lipstick,1370.85,3,Net Banking,Winter,No,No,No,Same Day,4.7,15,Monthly,15-10-2025
100731,32,Female,Nagpur,Grocery,Tea,1327.51,4,Net Banking,Autumn,No,No,No,Same Day,4.0,5,Weekly,21-10-2024
100732,38,Male,Indore,Sports,Dumbbells,8606.05,2,Cash,Winter,Yes,Yes,Yes,Same Day,4.2,50,Yearly,04-12-2025
100733,44,Male,Patna,Beauty,Lipstick,2361.04,3,Debit Card,Winter,Yes,No,Yes,Express,4.4,40,Quarterly,25-02-2024
100734,20,Female,Coimbatore,Home Decor,Carpet,2635.93,5,Credit Card,Summer,No,No,No,Same Day,3.7,10,Weekly,20-09-2025
100735,19,Female,Chennai,Grocery,Oil,1995.0,3,Debit Card,Spring,No,No,No,Same Day,4.5,0,Monthly,09-06-2024
100736,39,Female,Visakhapatnam,Sports,Cricket Bat,6993.05,2,UPI,Spring,No,No,Yes,Standard,4.3,18,Weekly,28-05-2025
100737,67,Male,Bengaluru,Sports,Dumbbells,3851.53,1,Cash,Winter,Yes,Yes,Yes,Standard,4.6,26,Weekly,19-03-2024
100738,52,Male,Mumbai,Clothing,Dress,3811.43,4,Credit Card,Autumn,Yes,No,No,Express,3.3,13,Yearly,08-06-2025
100739,54,Female,Bhopal,Electronics,Tablet,10824.77,1,Credit Card,Winter,Yes,No,Yes,Same Day,4.1,20,Monthly,26-01-2025
100740,63,Male,Coimbatore,Electronics,Smart Watch,9481.22,1,Cash,Summer,No,No,No,Express,4.6,11,Quarterly,03-05-2025
100741,23,Male,Patna,Clothing,Hoodie,1261.65,4,Net Banking,Summer,No,No,Yes,Standard,4.6,17,Yearly,19-06-2025
100742,27,Male,Lucknow,Beauty,Lipstick,2129.19,5,Cash,Spring,Yes,No,No,Express,4.7,8,Monthly,29-07-2025
100743,48,Male,Mumbai,Books,Comics,1207.83,1,Cash,Summer,Yes,Yes,No,Standard,4.6,20,Monthly,21-07-2024
100744,58,Female,Delhi,Books,Novel,1935.24,5,Cash,Winter,No,No,Yes,Standard,4.9,35,Quarterly,30-04-2024
100745,57,Female,Vijayawada,Sports,Yoga Mat,8082.47,2,Debit Card,Summer,No,No,No,Same Day,4.7,8,Quarterly,28-04-2025
100746,48,Male,Lucknow,Books,Biography,1186.68,2,Cash,Spring,Yes,No,No,Standard,4.1,4,Quarterly,19-12-2025
100747,24,Male,Mysuru,Beauty,Face Wash,1512.34,2,UPI,Autumn,No,No,No,Same Day,3.9,17,Weekly,16-07-2024
100748,37,Female,Mysuru,Home Decor,Wall Art,4671.84,3,Net Banking,Summer,No,No,No,Standard,4.1,13,Monthly,15-04-2024
100749,55,Female,Lucknow,Beauty,Perfume,1811.84,5,Net Banking,Autumn,Yes,No,Yes,Same Day,4.7,44,Yearly,02-08-2024
100750,27,Male,Pune,Footwear,Sneakers,3695.42,1,Debit Card,Spring,Yes,No,No,Standard,3.7,6,Monthly,07-06-2025
100751,33,Female,Bhopal,Books,Programming Book,1991.32,4,Debit Card,Autumn,Yes,No,No,Same Day,4.1,10,Monthly,19-06-2024
100752,34,Male,Patna,Home Decor,Curtains,5428.64,3,Credit Card,Spring,Yes,Yes,No,Express,4.4,17,Yearly,17-11-2025
100753,30,Female,Indore,Grocery,Milk,611.71,1,Credit Card,Winter,No,No,No,Express,4.1,19,Quarterly,02-12-2024
100754,56,Female,Bengaluru,Clothing,Jacket,3412.48,4,Cash,Spring,No,No,No,Same Day,4.2,16,Quarterly,07-10-2024
100755,58,Female,Nagpur,Electronics,Headphones,8475.42,5,UPI,Spring,No,No,No,Express,5,15,Monthly,23-12-2025
100756,21,Female,Mumbai,Footwear,Sandals,6104.71,3,Credit Card,Spring,Yes,Yes,Yes,Express,4.4,15,Quarterly,27-12-2025
100757,60,Female,Kochi,Footwear,Flip Flops,5977.62,1,UPI,Summer,No,No,No,Same Day,4.4,11,Monthly,30-03-2025
100758,18,Female,Ahmedabad,Electronics,Tablet,16211.19,1,Debit Card,Winter,Yes,Yes,No,Same Day,4.5,16,Weekly,02-08-2025
100759,38,Male,Pune,Books,Novel,2024.66,2,Debit Card,Winter,Yes,Yes,Yes,Standard,5,13,Quarterly,28-11-2025
100760,29,Female,Delhi,Beauty,Face Wash,1782.11,4,Credit Card,Summer,No,No,Yes,Express,3.4,32,Monthly,30-06-2024
100761,41,Female,Surat,Home Decor,Wall Art,2863.14,2,UPI,Winter,Yes,Yes,No,Standard,3.9,8,Yearly,21-12-2024
100762,65,Female,Chennai,Home Decor,Curtains,3225.65,2,Debit Card,Summer,No,No,Yes,Express,4.1,40,Quarterly,02-02-2024
100763,47,Female,Indore,Clothing,Dress,3036.96,5,UPI,Autumn,No,No,No,Same Day,4.6,5,Weekly,11-06-2024
100764,29,Female,Jaipur,Sports,Dumbbells,2622.75,5,Credit Card,Spring,No,No,Yes,Express,4.5,49,Yearly,30-08-2025
100765,39,Female,Bhopal,Sports,Dumbbells,4161.94,2,Net Banking,Spring,Yes,Yes,No,Express,3.8,7,Yearly,30-08-2025
100766,62,Male,Vijayawada,Electronics,Smartphone,20037.0,2,Debit Card,Spring,No,No,No,Standard,4.4,9,Quarterly,24-05-2024
100767,29,Female,Jaipur,Grocery,Tea,384.86,2,Credit Card,Winter,Yes,Yes,No,Standard,4.2,14,Quarterly,06-01-2024
100768,43,Male,Nagpur,Books,Biography,1753.98,4,Credit Card,Spring,No,No,Yes,Express,3.9,38,Monthly,21-11-2024
100769,64,Female,Mysuru,Footwear,Running Shoes,3181.26,1,Debit Card,Winter,No,No,No,Same Day,4.2,9,Monthly,15-09-2025
100770,18,Female,Chennai,Footwear,Sandals,4767.14,2,Cash,Summer,No,No,No,Standard,3.5,10,Monthly,05-11-2024
100771,37,Female,Nagpur,Sports,Football,1190.06,4,Credit Card,Summer,Yes,Yes,Yes,Express,3.8,49,Yearly,25-03-2024
100772,69,Male,Pune,Grocery,Milk,933.76,5,Net Banking,Winter,No,No,No,Same Day,3.3,20,Yearly,12-01-2024
100773,58,Male,Mysuru,Books,Programming Book,2066.03,4,Net Banking,Autumn,Yes,Yes,No,Express,4.0,1,Quarterly,24-04-2024
100774,23,Male,Hyderabad,Footwear,Running Shoes,2823.83,5,Debit Card,Summer,No,No,No,Same Day,3.3,12,Yearly,21-03-2025
100775,47,Female,Bengaluru,Electronics,Smart Watch,22783.32,3,Debit Card,Winter,No,No,Yes,Express,3.8,15,Weekly,09-07-2025
100776,58,Male,Mysuru,Home Decor,Curtains,936.59,1,Net Banking,Winter,Yes,Yes,Yes,Standard,3.4,34,Monthly,27-03-2024
100777,35,Female,Coimbatore,Clothing,Jeans,3600.46,2,Net Banking,Winter,No,No,No,Standard,4.6,20,Monthly,15-09-2025
100778,37,Female,Bhopal,Clothing,Kurta,600.73,3,UPI,Winter,Yes,Yes,No,Standard,4.4,2,Monthly,07-08-2025
100779,33,Male,Indore,Home Decor,Wall Art,3568.02,2,Cash,Autumn,No,No,No,Same Day,4.1,17,Weekly,11-09-2025
100780,68,Female,Delhi,Sports,Cricket Bat,3877.41,4,Net Banking,Autumn,Yes,Yes,No,Standard,3.9,8,Monthly,18-08-2024
100781,64,Female,Vijayawada,Electronics,Camera,13415.3,5,Debit Card,Winter,No,No,Yes,Express,4.3,12,Quarterly,23-11-2024
100782,61,Female,Ahmedabad,Grocery,Tea,1126.76,5,UPI,Winter,Yes,Yes,Yes,Same Day,4.2,39,Quarterly,26-03-2024
100783,46,Female,Hyderabad,Beauty,Shampoo,636.52,5,Credit Card,Autumn,No,No,No,Same Day,2.7,9,Weekly,17-10-2024
100784,25,Male,Bhopal,Books,Biography,741.19,1,Net Banking,Autumn,Yes,Yes,No,Standard,4.9,17,Monthly,14-02-2025
100785,35,Female,Indore,Sports,Yoga Mat,7859.09,3,Net Banking,Winter,No,No,No,Standard,4.6,13,Yearly,20-10-2024
100786,39,Female,Pune,Books,Biography,1787.54,1,Cash,Winter,Yes,Yes,No,Express,3.7,5,Yearly,12-07-2024
100787,23,Female,Hyderabad,Electronics,Headphones,11500.41,2,Credit Card,Winter,No,No,Yes,Same Day,4.6,47,Yearly,19-07-2025
100788,30,Female,Delhi,Beauty,Face Wash,1020.35,1,Credit Card,Winter,Yes,No,No,Express,4.5,7,Monthly,01-12-2025
100789,25,Female,Pune,Books,Biography,800.94,1,UPI,Spring,No,No,No,Same Day,3.8,14,Yearly,29-01-2025
100790,59,Male,Coimbatore,Clothing,Kurta,2663.63,1,Debit Card,Winter,Yes,No,No,Same Day,3.3,17,Weekly,07-01-2025
100791,27,Female,Vijayawada,Sports,Tennis Racket,9240.07,1,Credit Card,Autumn,Yes,Yes,No,Express,4.0,14,Monthly,09-05-2025
100792,47,Female,Kolkata,Beauty,Perfume,2319.55,3,Debit Card,Winter,No,No,Yes,Express,4.0,49,Yearly,17-12-2025
100793,27,Female,Hyderabad,Home Decor,Vase,1559.82,3,Net Banking,Autumn,No,No,Yes,Same Day,3.9,10,Monthly,04-08-2025
100794,26,Male,Mysuru,Home Decor,Carpet,1966.3,4,Debit Card,Summer,Yes,No,No,Standard,5,9,Monthly,20-08-2025
100795,51,Female,Nagpur,Home Decor,Curtains,3825.22,2,Debit Card,Summer,Yes,Yes,No,Same Day,4.5,8,Quarterly,22-01-2025
100796,18,Male,Lucknow,Books,Biography,755.86,2,Credit Card,Summer,Yes,No,No,Express,3.9,15,Weekly,27-10-2025
100797,18,Male,Visakhapatnam,Beauty,Perfume,1217.97,1,Cash,Spring,No,No,No,Express,3.8,18,Weekly,27-02-2024
100798,62,Male,Kolkata,Books,Comics,1801.68,4,Credit Card,Spring,Yes,No,No,Same Day,4.2,7,Quarterly,19-07-2025
100799,26,Female,Bengaluru,Home Decor,Lamp,1484.07,2,Net Banking,Winter,No,No,No,Express,5,2,Weekly,22-11-2024
100800,52,Male,Mysuru,Clothing,Jeans,2692.54,5,UPI,Winter,Yes,Yes,No,Standard,4.8,14,Yearly,20-10-2025
100801,18,Female,Kochi,Beauty,Shampoo,1883.79,4,Credit Card,Autumn,No,No,No,Same Day,3.8,19,Quarterly,27-09-2024
100802,58,Female,Mumbai,Beauty,Perfume,2936.24,2,Cash,Spring,No,No,Yes,Express,4.2,43,Yearly,22-05-2025
100803,24,Female,Lucknow,Footwear,Sandals,4718.66,5,Credit Card,Summer,No,No,Yes,Standard,4.2,35,Quarterly,23-11-2024
100804,38,Male,Visakhapatnam,Books,Novel,1974.39,2,Credit Card,Summer,Yes,Yes,No,Express,3.9,19,Yearly,31-10-2025
100805,37,Female,Delhi,Sports,Yoga Mat,4229.8,3,Debit Card,Winter,No,No,Yes,Express,3.8,24,Yearly,06-01-2024
100806,26,Female,Ahmedabad,Sports,Football,1018.17,2,Credit Card,Autumn,No,No,No,Express,4.4,11,Quarterly,25-01-2024
100807,65,Male,Visakhapatnam,Grocery,Tea,1620.38,4,Debit Card,Spring,No,No,No,Standard,4.2,10,Yearly,30-08-2025
100808,63,Female,Kolkata,Books,Novel,880.32,5,Net Banking,Winter,No,No,No,Standard,4.6,12,Weekly,27-02-2024
100809,25,Female,Delhi,Grocery,Coffee,2225.95,1,Debit Card,Winter,No,No,No,Standard,4.7,14,Monthly,29-07-2025
100810,60,Female,Patna,Clothing,Kurta,2889.62,3,UPI,Summer,No,No,Yes,Standard,3.7,44,Quarterly,04-01-2025
100811,30,Female,Ahmedabad,Books,Biography,1608.14,1,Credit Card,Spring,Yes,Yes,Yes,Same Day,3.8,37,Yearly,19-02-2024
100812,50,Female,Patna,Electronics,Headphones,14840.19,5,Debit Card,Spring,Yes,Yes,No,Same Day,4.5,18,Weekly,01-08-2025
100813,23,Female,Mysuru,Clothing,Dress,3425.78,2,UPI,Winter,Yes,Yes,No,Express,3.2,17,Monthly,28-10-2025
100814,62,Female,Hyderabad,Grocery,Rice,1123.37,3,UPI,Winter,Yes,Yes,Yes,Standard,4.4,44,Weekly,18-08-2024
100815,67,Female,Patna,Grocery,Tea,1252.83,2,Net Banking,Autumn,No,No,Yes,Same Day,4.4,22,Monthly,30-07-2024
100816,20,Male,Patna,Home Decor,Curtains,2286.56,1,Debit Card,Autumn,No,No,Yes,Standard,4.0,42,Monthly,25-07-2024
100817,67,Female,Hyderabad,Home Decor,Curtains,1082.68,4,UPI,Winter,Yes,No,No,Standard,3.4,8,Monthly,24-01-2025
100818,70,Male,Chennai,Electronics,Smart Watch,24384.88,5,Net Banking,Spring,Yes,Yes,No,Standard,4.5,6,Monthly,03-05-2024
100819,23,Female,Nagpur,Books,Comics,824.39,1,Cash,Spring,Yes,Yes,No,Standard,3.8,10,Weekly,29-12-2024
100820,59,Female,Kolkata,Grocery,Coffee,2499.33,1,Cash,Winter,No,No,No,Standard,4.6,13,Quarterly,24-10-2025
100821,51,Male,Delhi,Grocery,Rice,1798.66,1,UPI,Summer,Yes,Yes,Yes,Same Day,3.9,23,Yearly,10-06-2024
100822,65,Male,Indore,Sports,Cricket Bat,10645.67,1,Credit Card,Spring,No,No,Yes,Express,3.8,41,Monthly,09-11-2024
100823,19,Male,Lucknow,Sports,Yoga Mat,1119.17,4,UPI,Summer,No,No,No,Express,4.7,8,Monthly,10-06-2024
100824,25,Female,Coimbatore,Clothing,T-Shirt,4925.16,5,Cash,Summer,Yes,No,Yes,Same Day,4.3,22,Weekly,14-11-2024
100825,41,Male,Nagpur,Books,Programming Book,1358.8,5,Credit Card,Summer,Yes,Yes,No,Standard,3.3,8,Monthly,18-08-2024
100826,33,Male,Ahmedabad,Clothing,Hoodie,1330.82,3,Debit Card,Winter,Yes,Yes,Yes,Same Day,4.1,33,Quarterly,14-05-2024
100827,20,Female,Bengaluru,Grocery,Tea,2026.65,2,UPI,Summer,No,No,No,Same Day,5,4,Monthly,10-02-2025
100828,30,Female,Coimbatore,Grocery,Rice,2483.21,4,Net Banking,Autumn,No,No,No,Same Day,4.4,15,Yearly,30-04-2024
100829,29,Female,Lucknow,Home Decor,Vase,4899.83,4,Net Banking,Winter,No,No,No,Same Day,5,10,Quarterly,05-03-2024
100830,47,Male,Mumbai,Grocery,Tea,1466.07,3,Credit Card,Autumn,Yes,Yes,No,Express,4.8,17,Yearly,22-03-2025
100831,32,Male,Visakhapatnam,Clothing,Dress,3800.36,3,Net Banking,Summer,Yes,No,Yes,Same Day,4.6,40,Quarterly,06-07-2025
100832,58,Male,Delhi,Beauty,Shampoo,1714.3,5,Cash,Summer,Yes,Yes,Yes,Express,3.7,18,Weekly,14-02-2025
100833,47,Female,Delhi,Home Decor,Carpet,4412.82,3,UPI,Spring,No,No,No,Express,4.0,13,Monthly,19-09-2025
100834,66,Male,Bhopal,Clothing,T-Shirt,4038.41,4,Cash,Summer,Yes,No,No,Standard,3.5,4,Quarterly,13-03-2024
100835,61,Male,Visakhapatnam,Beauty,Perfume,1441.47,3,Debit Card,Spring,Yes,No,Yes,Same Day,4.5,33,Weekly,05-10-2025
100836,52,Female,Delhi,Books,Biography,408.41,3,Debit Card,Spring,No,No,No,Express,4.5,9,Quarterly,25-04-2024
100837,32,Male,Chennai,Books,Programming Book,2494.61,5,Net Banking,Autumn,No,No,No,Standard,4.7,15,Yearly,07-03-2025
100838,64,Female,Ahmedabad,Electronics,Camera,17805.31,3,Cash,Autumn,No,No,Yes,Express,3.7,25,Weekly,14-01-2024
100839,32,Female,Ahmedabad,Clothing,Hoodie,967.84,4,Net Banking,Winter,No,No,No,Same Day,3.1,7,Yearly,13-02-2024
100840,54,Male,Mumbai,Clothing,Dress,4850.28,2,Debit Card,Winter,No,No,No,Express,4.1,20,Weekly,21-12-2024
100841,69,Female,Hyderabad,Books,Programming Book,736.09,2,UPI,Autumn,Yes,Yes,No,Standard,4.1,16,Weekly,12-04-2025
100842,35,Female,Bengaluru,Home Decor,Wall Art,2149.72,3,Credit Card,Summer,Yes,No,No,Same Day,4.7,11,Quarterly,14-02-2025
100843,65,Male,Lucknow,Grocery,Oil,2105.97,1,UPI,Winter,Yes,Yes,No,Express,3.7,2,Yearly,26-07-2024
100844,66,Male,Pune,Home Decor,Carpet,2139.73,1,Credit Card,Autumn,No,No,No,Same Day,3.7,14,Quarterly,27-07-2025
100845,56,Female,Ahmedabad,Footwear,Running Shoes,1618.32,3,Net Banking,Autumn,Yes,Yes,No,Express,4.5,2,Quarterly,20-09-2025
100846,33,Male,Ahmedabad,Clothing,Jacket,618.62,2,Credit Card,Summer,No,No,No,Standard,4.6,14,Yearly,25-10-2025
100847,57,Female,Coimbatore,Beauty,Face Wash,1360.67,5,Net Banking,Summer,No,No,Yes,Express,4.4,23,Yearly,04-10-2025
100848,34,Female,Indore,Sports,Yoga Mat,4882.56,2,Debit Card,Autumn,No,No,No,Standard,4.8,11,Monthly,25-11-2024
100849,68,Female,Patna,Beauty,Shampoo,1077.76,5,Credit Card,Autumn,No,No,No,Same Day,3.8,3,Monthly,21-04-2025
100850,49,Female,Chennai,Home Decor,Vase,5733.03,2,UPI,Winter,No,No,No,Same Day,2.9,14,Weekly,21-12-2024
100851,54,Female,Hyderabad,Books,Biography,1855.63,4,Cash,Summer,Yes,No,Yes,Express,4.3,30,Quarterly,04-12-2024
